Entity,http://www.w3.org/2000/01/rdf-schema#label,https://www.fns-cloud.eu/foodComponents/FNS_H_0000003000,
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003173,"'fatty acid 18:2 n-6 cis,cis'	'Linolna kislina (MK 18:2 omega-6 cis,cis)'","'F18:2CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003174,"'MK 18:2 omega-9 cis,cis'	'fatty acid 18:2 n-9 cis,cis'","'F18:2CN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003175,"'fatty acid 18:2 conjugated'	'Konjugirana linolna kislina - CLA (MK 18:2)'","'F18:2CON'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003176,"'MK 18:2 cis in trans'	'fatty acid 18:2 cis + trans'","'F18:2CT'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003177,"'MK 18:2 iso'	'fatty acid 18:2 iso'","'F18:2I'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003178,"'fatty acid 18:2 remainder'	'MK 18:2 preostanek'","'F18:2R'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003179,"'MK 18:2 trans in cis'	'fatty acid 18:2 trans + cis'","'F18:2TC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003180,"'fatty acid 18:2 trans'	'MK 18:2 trans'","'F18:2TRS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003181,"'MK 18:2 omega-6 trans, trans'	'fatty acid 18:2 n-6 trans,trans'","'F18:2TTN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003182,"'MK 18:3'	'fatty acid 18:3'","'F18:3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003183,"'fatty acid 18:3 n-3 all-cis'	'Alfa-linolenska kislina (MK 18:3 omega-3 vse cis)'","'F18:3CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003184,"'fatty acid 18:3 n-6 all-cis'	'Gama-linolenska kislina (MK 18:3 omega-6 vse cis)'","'F18:3CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003185,"'fatty acid 18:3 n-3'	'MK 18:3 omega-3'","'F18:3N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003186,"'MK 18:3 omega-6'	'fatty acid 18:3 n-6'","'F18:3N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003187,"'MK 18:3 omega-3 vse trans'	'fatty acid 18:3 n-3 all-trans'","'F18:3TTTN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003188,"'MK 18:4'	'fatty acid 18:4'","'F18:4'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003189,"'fatty acid 18:4 n-3 all-cis'	'MK 18:4 omega-3 vse cis'","'F18:4CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003190,"'MK 18:4 omega-3'	'fatty acid 18:4 n-3'","'F18:4N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003191,"'MK 19:0'	'fatty acid 19:0'","'F19:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003192,"'fatty acid 20:0 (arachidic acid)'	'Arahidinska kislina (MK 20:0)'","'F20:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003193,"'fatty acid 20:0 iso'","'F20:0I'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003194,"'Eikozaenojska kislina (MK 20:1)'	'fatty acid 20:1 (eicosenoic acid)'","'F20:1'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003195,"'MK 20:1 cis'	'fatty acid 20:1 cis'","'F20:1CIS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003196,"'MK 20:1 omega-11 cis'	'fatty acid 20:1 n-11 cis'","'F20:1CN11'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003197,"'MK 20:1 omega-9 cis'	'fatty acid 20:1 n-9 cis'","'F20:1CN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003198,"'fatty acid 20:1 n-11 trans'	'MK 20:1 omega-11 trans'","'F20:1TN11'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003199,"'MK 20:1 omega-9 trans'	'fatty acid 20:1 n-9 trans'","'F20:1TN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003200,"'MK 20:1 trans'	'fatty acid 20:1 trans'","'F20:1TRS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003201,"'fatty acid 20:2 (eicosadienoic acid)'	'Eikozadienojska kislina (MK 20:2)'","'F20:2'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003202,"'fatty acid 20:2 n-6 cis,cis'	'MK 20:2 omega-6 cis,cis'","'F20:2CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003203,"'MK 20:2 omega-6'	'fatty acid 20:2 n-6'","'F20:2N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003204,"'Eikozatrienojska kislina (MK 20:3)'	'fatty acid 20:3 (eicosatrienoic acid)'","'F20:3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003205,"'fatty acid 20:3 n-3 all-cis'	'MK 20:3 omega-4 vse cis'","'F20:3CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003206,"'MK 20:3 omega-6 vse cis'	'fatty acid 20:3 n-6 all-cis'","'F20:3CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003207,"'fatty acid 20:3 n-9 all-cis'	'MK 20:3 omega-9 vse cis'","'F20:3CN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003208,"'Eikozatrienojska kislina (MK 20:3 omega-3)'	'fatty acid 20:3 n-3'","'F20:3N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003209,"'MK 20:3 omega-6'	'fatty acid 20:3 n-6'","'F20:3N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003210,"'Eikozatetraenojska kislina (MK 20:4)'	'fatty acid 20:4 (eicosatetraenoic acid)'","'F20:4'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003211,"'fatty acid 20:4 n-6 all-cis'","'F20:4CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003212,"'fatty acid 20:4 n-3'	'MK 20:4 omega-3'","'F20:4N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003213,"'fatty acid 20:4 n-6'	'Arahidonska kislina (MK 20:4 omega-6)'","'F20:4N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003214,"'fatty acid 20:5 (eicopentaenoic acid)'	'Eikozapentaenojska kislina (MK 20:5)'","'F20:5'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003215,"'fatty acid 20:5 n-3 all-cis'","'F20:5CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003216,"'fatty acid 20:5 n-3'	'EPA - Eikozapentaenojska kislina  (MK 20:5 omega-3)'","'F20:5N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003217,"'MK 20:5 omega-6'	'fatty acid 20:5 n-6'","'F20:5N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003218,"'fatty acid 21:0'	'Maščobna kislina 21:0 (heneikozanojska kislina)'","'F21:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003219,"'fatty acid 21:5 (heneicosapentaenoic acid)'","'F21:5'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003220,"'fatty acid 21:5 n-3 all-cis'","'F21:5CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003221,"'Maščobna kislina 22:0 (behenojska kislina)'	'fatty acid 22:0 (behenic acid)'","'F22:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003222,"'fatty acid 22:1 (docosenoic acid)'	'MK 22:1'","'F22:1'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003223,"'fatty acid 22:1 cis'	'MK 22:1 cis'","'F22:1CIS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003224,"'Cetoleinska kislina (MK 22:1 omega-11 cis)'	'fatty acid 22:1 n-11 cis (cetoleic acid)'","'F22:1CN11'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003225,"'Eruka kislina (MK 22:1 omega-9 cis)'	'fatty acid 22:1 n-9 cis (erucic acid)'","'F22:1CN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003226,"'fatty acid 22:1 n-7'	'MK 22:1 omega-7'","'F22:1N7'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003227,"'MK 22:1 omega-9 trans'	'fatty acid 22:1 n-9 trans (brassidic acid)'","'F22:1TN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003228,"'Dokozadienojska kislina (MK 22:2)'	'fatty acid 22:2 (docosadienoic acid)'","'F22:2'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003229,"'fatty acid 22:2 n-3 cis,cis'	'MK 22:2 omega-3 cis,cis'","'F22:2CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003230,"'fatty acid 22:2 n-6 cis,cis'","'F22:2CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003231,"'Dokozatrienojska C 22:3, cis-16'	'fatty acid 22:3 n-3 all-cis'","'F22:3CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003232,"'Dokozatetraenojska kislina (MK 22:4)'	'fatty acid 22:4 (docosatetraenoic acid)'","'F22:4'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003233,"'fatty acid 22:4 n-6 all-cis'","'F22:4CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003234,"'MK 22:4 omega-3'	'fatty acid 22:4 n-3'","'F22:4N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003235,"'MK 22:4 omega-6'	'fatty acid 22:4 n-6'","'F22:4N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003236,"'Dokozapentaenojska kislina - DPA (MK 22:5)'	'fatty acid 22:5 (docosapentaenoic acid)'","'F22:5'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003237,"'fatty acid 22:5 n-3 all-cis'","'F22:5CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003238,"'fatty acid 22:5 n-6 all-cis'","'F22:5CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003239,"'Dokozapentaenojska kislina - DPA (MK 22:5 omega-3)'	'fatty acid 22:5 n-3'","'F22:5N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003240,"'MK 22:5 omega-6'	'fatty acid 22:5 n-6'","'F22:5N6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003241,"'Dokozaheksaenojska kislina (MK 22:6)'	'fatty acid 22:6 (docosahexaenoic acid)'","'F22:6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003242,"'DHA'	'fatty acid 22:6 n-3 all-cis'","'F22:6CN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003243,"'DHA - Dokozaheksaenojska kislina  (MK 22:6 omega-3)'	'fatty acid 22:6 n-3'","'F22:6N3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003244,"'fatty acid 22:unidentified'	'MK 22:neidentificirana'","'F22:UN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003245,"'fatty acid 23:0 (tricosanoic acid)'	'Maščobna kislina 23:0 (trikozanojska kislina)'","'F23:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003246,"'Lignocerska kislina (MK 24:0)'	'fatty acid 24:0 (lignoceric acid)'","'F24:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003247,"'Nervonska kislina (MK 24:1)'	'fatty acid 24:1 (tetracosenoic acid)'","'F24:1'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003248,"'fatty acid 24:1 n-9 cis'	'MK 24:1 omega-9 cis'","'F24:1CN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003249,"'MK 24:1 omega-9 trans'	'fatty acid 24:1 n-9 trans'","'F24:1TN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003250,"'fatty acid 24:2 n-6 cis,cis'","'F24:2CN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003251,"'fatty acid 26:0'	'Maščobna kislina 26:0 (kerotinska kislina)'","'F26:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003252,"'Maslena kislina (MK 4:0)'	'fatty acid 4:0 (butyric acid)'","'F4:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003253,"'fatty acid 6:0 (caproic acid)'	'Kapronska kislina (MK 6:0)'","'F6:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003254,"'fatty acid 8:0 (caprylic acid)'	'Kaprilna kislina (MK 8:0)'","'F8:0'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003255,"'Faktor pretvorbe maščobnih kislin'	'fatty acid conversion factor'","'FACF'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003256,"'fatty acids, total'	'Skupne maščobne kisline'","'FACID'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003257,"'fatty acids, total, calculated as triacylglycerol equivalents'	'Skupne MK preračunane kot ekvivalent triacilglicerola'","'FACIDCTG'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003258,"'fatty acids, total cis n-3'	'Skupne cis omega-3 MK'","'FACN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003259,"'fatty acids, total cis n-6'	'Skupne cis omega-6 MK'","'FACN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003260,"'Skupne cis omega-9 MK'	'fatty acids, total cis n-9'","'FACN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003261,"'fatty acids, total essential'	'Skupne esencialne MK'","'FAESS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003262,"'Skupne proste MK'	'fatty acids, total free'","'FAFRE'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003263,"'Skupne enkrat nenasičene MK'	'fatty acids, total monounsaturated'","'FAMS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003264,"'Skupne cis enkrat nenasičene MK'	'fatty acids, monounsaturated, total cis'","'FAMSCIS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003265,"'fatty acids, monounsaturated, cis, remainder'	'Preostale cis enkrat nenasičene MK'","'FAMSCXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003266,"'fatty acids, monounsaturated, total trans'	'Skupne trans enkrat nenasičene MK'","'FAMSTRS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003267,"'Preostale trans enkrat nenasičene MK'	'fatty acids, monounsaturated, trans, remainder'","'FAMSTXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003268,"'fatty acids, total polyunsaturated'	'Skupne večkrat nenasičene MK'","'FAPU'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003269,"'fatty acids, cis polyunsaturated, remainder'	'NE UPORABI! Preostale cis večkrat nenasičene MK'","'FAPUCR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003270,"'fatty acids, polyunsaturated, cis, remainder'	'Preostale cis večkrat nenasičene MK'","'FAPUCXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003271,"'Skupne dolgoverižne večkrat nenasičene MK'	'fatty acids, polyunsaturated, total long-chain'","'FAPULC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003272,"'Skupne omega-3 večkrat nenasičene MK'	'fatty acids, polyunsaturated, total n-3'","'FAPUN3'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003273,"'fatty acids, polyunsaturated, total n-3 fish'","'FAPUN3FI'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003274,"'fatty acids, polyunsaturated, total n-3 vegetable'","'FAPUN3VE'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003275,"'fatty acids, polyunsaturated, total n-6'	'Skupne omega-6 večkrat nenasičene MK'","'FAPUN6'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003276,"'Skupne omega-9 večkrat nenasičene MK'	'fatty acids, polyunsaturated, total n-9'","'FAPUN9'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003277,"'Ostale večkrat nenasičene MK (=PUFA - linolna - linolenska kislina)'	'fatty acids, polyunsaturated, other (= PUFA-linoleic-linolenic)'","'FAPUOT'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003278,"'fatty acids, polyunsaturated, trans remainder'","'FAPUTXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003279,"'fatty acids, polyunsaturated, remainder'","'FAPUXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003280,"'Skupne nasičene maščobne kisline'	'fatty acids, total saturated'","'FASAT'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003281,"'fatty acids, trans saturated, remainder'	'Preostale trans nasičene maščobne kisline'","'FASATR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003282,"'Preostale nasičene maščobne kisline'	'fatty acids, saturated, remainder'","'FASATXR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003283,"'Skupna maščoba'	'fat, total'","'FAT'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003284,"'Maščoba živalskega izvora'	'fat, animal'","'FATAN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003285,"'Maščoba rastlinskega izvora'	'fat, plant'","'FATPL'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003286,"'Skupne trans MK'	'fatty acids, total trans'","'FATRS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003287,"'Maščoba neznanega izvora'	'fat, unknown origin'","'FATUNK'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003288,"'Neidentificirana MK'	'fatty acid, unidentified'","'FAUN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003289,"'fluoride'	'Fluorid'","'FD'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003290,"'iron, total'	'Skupno železo'","'FE'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003291,"'Surova prehranska vlaknina'	'fibre, crude'","'FIBC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003292,"'Heksoze v prehranski vlaknini'	'hexoses in dietary fibre'","'FIBHEX'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003293,"'fibre, water-insoluble'	'Netopna prehranska vlaknina'","'FIBINS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003294,"'Pentoze v prehranski vlaknini'	'pentoses in dietary fibre'","'FIBPEN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003295,"'Topna prehranska vlaknina'	'fibre, water-soluble'","'FIBSOL'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003296,"'fibre, total dietary'	'Skupna prehranska vlaknina'","'FIBT'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003297,"'folate, total'	'Vitamin B9 (skupni folat)'","'FOL'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003298,"'folic acid, synthetic'	'Folna kislina (sintetična)'","'FOLAC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003299,"'Formononetin'	'formononetin'","'FORMO'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003300,"'fructose'	'Fruktoza'","'FRUS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003301,"'fucosterol'	'Fukosterol'","'FUCSTR'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003302,"'isofucosterol'	'Izofukosterol'","'FUCSTR28'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003303,"'Fumarna kislina'	'fumaric acid'","'FUMAC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003304,"'Galaktoza'	'galactose'","'GALS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003305,"'Alfa galaktozidi'	'alpha galactosides'","'GALSD'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003306,"'Genistein'	'genistein'","'GNSTEIN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003307,"'Glikemični indeks'	'glycemic index'","'GI'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003308,"'Glutamin'	'glutamine'","'GLN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003309,"'Glutaminska kislina (glutamat)'	'glutamic acid'","'GLU'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003310,"'glucose'	'Glukoza'","'GLUS'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003311,"'Gluten'	'gluten'","'GLUTN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003312,"'glycine'	'Glicin'","'GLY'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003313,"'Glikogen'	'glycogen'","'GLYC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003314,"'Glicitein'	'glycitein'","'GLYCTEIN'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003315,"'glycolipids, total'	'Skupni glikolipidi'","'GLYLIP'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003316,"'Gicerol'	'glycerol'","'GLYRL'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003317,"'diketogulonic acid'	'Diketogulonska kislina'","'GULDKAC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003318,"'hydrophilic ORAC'","'H-ORAC'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003319,"'iron, haem'	'Hemsko železo'","'HAEM'",
https://www.fns-cloud.eu/foodComponents/FNS_H_0000003320,"'mercury'	'Živo srebro'","'HG'",
